,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,is_inc_v,issue_d,pymnt_plan,purpose,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,not_compliant,status,inactive_loans,bad_loans,emp_length_num,pub_rec_zero,short_emp,final_d,last_record_none,last_major_derog_none,home_ownership,annual_inc,addr_state,dti,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,total_acc,deliquency
170,125668,12125,12125,5075,36,8.7,383.87,B,B1,not verified,2007-09-01,n,debt_consolidation,F,0,0,13818.9,5784.02,12125.0,1693.93,0.0,0.0,0.0,2010-09-01,385.26,,2010-09-01,0.0,0,Fully Paid,1.0,0.0,11,1.0,0,2010-09-01,0,1,MORTGAGE,150000.0,NY,4.8,1971-02-01,0.0,0.0,10.0,0.0,27.0,0
171,125814,10475,10475,825,36,15.33,364.82,F,F2,not verified,2007-09-01,n,debt_consolidation,F,0,0,13007.3,1024.32,10475.0,2532.3,0.0,0.0,0.0,2010-02-01,2793.68,2010-03-01,2010-02-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,RENT,27000.0,NJ,13.02,2004-08-01,0.0,0.0,9.0,0.0,13.0,0
172,124159,6625,6625,2325,36,11.22,217.6,C,C4,not verified,2007-09-01,n,credit_card,F,0,0,7173.99,2517.64,6625.0,548.99,0.0,0.0,0.0,2008-08-01,2329.53,,2008-07-01,0.0,0,Fully Paid,1.0,0.0,3,1.0,0,2010-09-01,0,1,MORTGAGE,88000.0,VA,18.0,1997-06-01,2.0,0.0,9.0,0.0,24.0,0
173,126209,9500,9500,3900,36,8.07,297.99,A,A4,not verified,2007-09-01,n,other,F,0,0,10727.1,4403.75,9500.0,1227.15,0.0,0.0,0.0,2010-09-01,299.36,,2010-09-01,0.0,0,Fully Paid,1.0,0.0,3,1.0,0,2010-09-01,0,1,OWN,63000.0,MA,3.49,1991-05-01,1.0,0.0,13.0,0.0,28.0,0
174,125654,5000,5000,2100,36,7.75,156.11,A,A3,not verified,2007-09-01,n,debt_consolidation,F,0,0,5459.6,2293.05,5000.0,459.6,0.0,0.0,0.0,2009-05-01,143.94,,2009-05-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,RENT,45000.0,OH,5.0,2001-10-01,2.0,0.0,8.0,0.0,16.0,0
175,125787,10000,10000,2925,36,11.54,329.95,C,C5,not verified,2007-09-01,n,debt_consolidation,F,0,0,11068.2,3237.33,10000.0,1068.19,0.0,0.0,0.0,2008-10-01,7110.05,,2008-09-01,0.0,0,Fully Paid,1.0,0.0,10,1.0,0,2010-09-01,0,1,MORTGAGE,225000.0,MA,20.0,1979-06-01,2.0,0.0,18.0,0.0,34.0,0
176,125769,2500,2500,250,36,8.07,78.42,A,A4,not verified,2007-09-01,n,medical,F,0,0,2822.85,282.21,2500.0,322.85,0.0,0.0,0.0,2010-10-01,79.64,2010-10-01,2010-09-01,0.0,1,Fully Paid,1.0,0.0,8,1.0,0,2010-09-01,0,1,RENT,80000.0,VT,0.09,1989-06-01,0.0,0.0,2.0,0.0,4.0,1
177,125914,10000,10000,2725,36,8.07,313.67,A,A4,not verified,2007-09-01,n,car,F,0,0,10435.3,2843.62,10000.0,435.29,0.0,0.0,0.0,2008-04-01,8553.6,,2007-08-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,MORTGAGE,173000.0,WI,0.72,1985-09-01,3.0,0.0,14.0,0.0,41.0,0
178,126773,9500,9500,1225,36,8.07,297.99,A,A4,not verified,2007-10-01,n,other,F,0,0,10726.6,1382.8,9500.0,1226.64,0.0,0.0,0.0,2010-10-01,305.23,,2010-09-01,0.0,0,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,OWN,90000.0,MA,2.44,1983-11-01,0.0,0.0,11.0,0.0,25.0,0
179,126782,7500,7500,5800,36,9.33,239.65,B,B3,not verified,2007-09-01,n,home_improvement,F,0,0,8104.05,6267.12,7500.0,604.05,0.0,0.0,0.0,2008-09-01,5468.54,,2008-08-01,0.0,0,Fully Paid,1.0,0.0,7,1.0,0,2010-09-01,0,1,MORTGAGE,93000.0,FL,9.66,1995-04-01,3.0,0.0,9.0,0.0,18.0,0
180,126843,10475,10475,600,36,15.33,364.82,F,F2,not verified,2007-09-01,n,debt_consolidation,F,0,0,13132.9,752.16,10475.0,2657.93,0.0,0.0,0.0,2010-09-01,365.81,2010-10-01,2010-09-01,0.0,1,Fully Paid,1.0,0.0,4,1.0,0,2010-09-01,0,1,RENT,40000.0,NJ,11.76,2004-11-01,2.0,0.0,8.0,0.0,13.0,0
181,126888,3000,3000,2100,36,10.91,98.09,C,C3,not verified,2007-09-01,n,other,F,0,0,3545.77,2481.94,3000.0,530.79,14.9847,0.0,0.0,2010-09-01,101.2,2010-10-01,2015-02-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-09-01,0,1,RENT,13000.0,FL,4.62,2006-09-01,0.0,0.0,2.0,0.0,2.0,0
182,126868,5000,5000,675,36,13.75,170.29,E,E2,not verified,2007-09-01,n,debt_consolidation,F,0,0,2203.4,297.03,1444.27,598.5,0.0,160.63,1.61,2008-09-01,170.29,2009-12-01,2009-12-01,0.0,1,Charged Off,1.0,1.0,4,1.0,0,2010-09-01,0,1,RENT,20000.0,NY,0.0,2004-04-01,1.0,17.0,1.0,0.0,1.0,1
183,125662,4800,4800,425,36,10.59,156.23,C,C2,not verified,2007-09-01,n,other,F,0,0,5575.08,493.51,4800.0,775.08,0.0,0.0,0.0,2010-04-01,8.4,2010-05-01,2010-09-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-09-01,0,1,RENT,15566.0,NY,0.0,2004-08-01,6.0,0.0,2.0,0.0,4.0,0
184,127175,5000,5000,200,36,10.91,163.48,C,C3,not verified,2007-09-01,n,debt_consolidation,F,0,0,2592.22,103.11,1886.94,564.31,0.0,140.97,1.42,2008-12-01,163.48,2009-12-01,2009-12-01,0.0,1,Charged Off,1.0,1.0,10,1.0,0,2010-09-01,0,1,RENT,35000.0,MD,1.2,2006-01-01,2.0,0.0,3.0,0.0,3.0,0
185,127205,10500,10500,225,36,11.86,348.03,D,D1,not verified,2007-09-01,n,debt_consolidation,F,0,0,12408.7,265.67,10500.0,1908.74,0.0,0.0,0.0,2010-01-01,3013.93,2010-02-01,2010-01-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-09-01,0,1,RENT,50000.0,LA,13.8,2003-09-01,5.0,0.0,16.0,0.0,26.0,0
186,85483,2000,2000,1575,36,7.12,61.87,A,A1,not verified,2007-09-01,n,debt_consolidation,F,0,0,2219.35,1747.73,2000.0,219.35,0.0,0.0,0.0,2010-04-01,3.06,,2010-04-01,,0,Fully Paid,1.0,0.0,11,1.0,0,2010-09-01,1,1,MORTGAGE,118000.0,MA,0.43,1991-06-01,0.0,,14.0,0.0,8.0,0
187,127345,2850,2850,1050,36,11.86,94.47,D,D1,not verified,2007-09-01,n,other,F,0,0,3381.03,1245.34,2850.0,531.03,0.0,0.0,0.0,2010-04-01,9.29,,2010-04-01,0.0,0,Fully Paid,1.0,0.0,4,1.0,0,2010-09-01,0,1,RENT,45000.0,NY,2.8,1992-09-01,0.0,4.0,5.0,0.0,19.0,1
188,127460,2125,2125,550,36,15.01,73.68,F,F1,not verified,2007-09-01,n,small_business,F,0,0,2580.25,666.85,943.58,382.27,0.0,1254.4,444.25,2009-03-01,73.68,,2009-10-01,0.0,0,Charged Off,1.0,1.0,1,1.0,1,2010-09-01,0,1,MORTGAGE,96000.0,NC,16.89,1996-07-01,0.0,46.0,5.0,0.0,9.0,0
189,127463,2400,2400,875,36,15.96,84.34,F,F4,not verified,2007-09-01,n,home_improvement,F,0,0,599.36,218.08,324.62,180.59,0.0,94.15,0.95,2008-03-01,84.34,2008-12-01,2009-01-01,0.0,1,Charged Off,1.0,1.0,11,1.0,0,2010-09-01,0,1,RENT,23000.0,MO,15.86,2006-02-01,2.0,0.0,3.0,0.0,3.0,0
190,127492,6000,6000,1325,36,14.7,207.11,E,E5,not verified,2007-09-01,n,debt_consolidation,F,0,0,6415.83,1416.75,6000.0,415.83,0.0,0.0,0.0,2008-03-01,5381.18,2008-03-01,2007-09-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-09-01,0,1,RENT,78000.0,MD,10.23,2006-01-01,0.0,0.0,6.0,0.0,6.0,0
191,127500,10000,10000,1321,36,8.07,313.67,A,A4,not verified,2007-11-01,n,home_improvement,F,0,0,11291.6,1488.94,10000.0,1291.56,0.0,0.0,0.0,2010-11-01,317.43,,2010-11-01,0.0,0,Fully Paid,1.0,0.0,7,1.0,0,2010-11-01,0,1,MORTGAGE,150000.0,MA,5.84,1993-02-01,0.0,0.0,7.0,0.0,19.0,0
192,127525,17000,17000,300,36,9.33,543.2,B,B3,not verified,2007-09-01,n,debt_consolidation,F,0,0,19554.9,344.94,17000.0,2554.89,0.0,0.0,0.0,2010-09-01,545.37,,2013-10-01,0.0,0,Fully Paid,1.0,0.0,11,1.0,0,2010-09-01,0,1,RENT,75000.0,NY,9.55,1992-01-01,1.0,0.0,13.0,0.0,24.0,0
193,84453,5000,5000,1100,36,12.49,167.24,D,D3,not verified,2007-10-01,n,credit_card,F,0,0,6019.52,1323.75,5000.0,1019.52,0.0,0.0,0.0,2010-10-01,173.29,2010-11-01,2013-03-01,,1,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,1,1,MORTGAGE,180000.0,MA,21.35,1991-03-01,0.0,35.0,28.0,0.0,51.0,0
194,127716,10000,10000,3687,36,8.07,313.67,A,A4,not verified,2007-11-01,n,home_improvement,F,0,0,11291.1,4140.7,10000.0,1291.13,0.0,0.0,0.0,2010-11-01,323.55,,2010-11-01,0.0,0,Fully Paid,1.0,0.0,4,1.0,0,2010-11-01,0,1,MORTGAGE,85000.0,MA,3.11,1993-02-01,0.0,0.0,6.0,0.0,12.0,0
195,127755,12500,12500,875,36,16.28,441.18,F,F5,not verified,2007-09-01,n,debt_consolidation,F,0,0,15823.5,1107.33,12500.0,3323.53,0.0,0.0,0.0,2010-06-01,5.55,2010-07-01,2014-04-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,RENT,90000.0,UT,1.31,2000-09-01,2.0,16.0,23.0,0.0,29.0,1
196,127316,10000,10000,975,36,13.12,337.52,D,D5,not verified,2007-10-01,n,credit_card,F,0,0,12149.2,1183.97,10000.0,2149.24,0.0,0.0,0.0,2010-10-01,344.32,2010-11-01,2010-11-01,0.0,1,Fully Paid,1.0,0.0,4,1.0,0,2010-10-01,0,1,MORTGAGE,65000.0,NJ,25.0,1999-05-01,0.0,0.0,26.0,0.0,40.0,0
197,127824,8000,8000,150,36,12.17,266.37,D,D2,not verified,2007-09-01,n,credit_card,F,0,0,7294.65,136.4,5717.45,1474.29,0.0,102.91,1.04,2009-12-01,266.37,,2010-05-01,0.0,0,Charged Off,1.0,1.0,10,1.0,0,2010-09-01,0,1,MORTGAGE,70000.0,FL,10.2,1997-10-01,0.0,22.0,15.0,0.0,20.0,1
198,128124,2000,2000,1200,36,13.12,67.51,D,D5,not verified,2007-09-01,n,home_improvement,F,0,0,1913.4,1147.59,1483.28,403.7,0.0,26.42,0.35,2010-01-01,67.51,2010-06-01,2010-07-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-09-01,0,1,MORTGAGE,45000.0,MO,4.83,2000-11-01,1.0,43.0,2.0,0.0,7.0,0
199,128149,13150,13150,900,36,17.54,472.38,G,G4,not verified,2007-09-01,n,credit_card,F,0,0,16963.8,1159.96,13150.0,3813.77,0.0,0.0,0.0,2010-06-01,1854.19,2010-07-01,2012-10-01,0.0,1,Fully Paid,1.0,0.0,8,1.0,0,2010-09-01,0,1,RENT,65000.0,CO,23.78,1991-01-01,0.0,9.0,12.0,0.0,22.0,1
200,128234,8600,8600,800,36,16.28,303.55,F,F5,not verified,2007-09-01,n,debt_consolidation,F,0,0,10213.5,949.76,8600.0,1613.51,0.0,0.0,0.0,2009-02-01,5358.77,2009-03-01,2011-02-01,0.0,1,Fully Paid,1.0,0.0,5,1.0,0,2010-09-01,0,1,RENT,56000.0,FL,11.38,2000-10-01,4.0,13.0,4.0,0.0,26.0,1
201,128523,10000,10000,600,36,13.75,340.57,E,E2,not verified,2007-09-01,n,debt_consolidation,F,0,0,2042.92,122.39,1395.02,647.9,0.0,0.0,0.0,2008-03-01,340.57,2008-12-01,2009-01-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-09-01,0,1,RENT,30000.0,MD,2.16,2005-12-01,5.0,0.0,3.0,0.0,6.0,0
202,127807,6500,6500,500,36,10.28,210.6,C,C1,not verified,2007-09-01,n,debt_consolidation,F,0,0,7647.72,588.06,6500.0,1087.72,59.9955,0.0,0.0,2010-10-01,188.8,,2012-04-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,OWN,45000.0,NY,5.87,2002-12-01,0.0,0.0,6.0,0.0,7.0,0
203,128724,4000,4000,950,36,11.22,131.38,C,C4,not verified,2007-10-01,n,vacation,F,0,0,2209.13,524.16,1612.91,487.96,0.0,108.26,1.12,2009-02-01,131.38,2009-10-01,2009-10-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-10-01,0,1,RENT,26000.0,NJ,10.85,2006-12-01,4.0,0.0,3.0,0.0,3.0,0
204,128791,500,500,375,36,8.38,15.76,A,A5,not verified,2007-09-01,n,other,F,0,0,557.31,418.02,500.0,57.31,0.0,0.0,0.0,2009-09-01,212.24,2009-09-01,2009-08-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-09-01,0,1,RENT,33000.0,KS,2.15,1990-04-01,10.0,0.0,6.0,0.0,6.0,0
205,128758,8500,8500,1050,36,17.22,303.98,G,G3,not verified,2007-09-01,n,debt_consolidation,F,0,0,10878.8,1343.2,8500.0,2378.79,0.0,0.0,0.0,2010-05-01,1764.83,2010-05-01,2010-05-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,OWN,28000.0,MO,22.93,2002-10-01,4.0,0.0,12.0,0.0,15.0,0
206,128775,7000,7000,75,36,12.49,234.15,D,D3,not verified,2007-09-01,n,other,F,0,0,8570.45,91.71,7000.0,1540.46,29.9941,0.0,0.0,2010-11-01,126.36,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,RENT,23000.0,NM,5.01,2004-08-01,3.0,0.0,3.0,0.0,4.0,0
207,128251,10000,10000,525,36,17.86,360.83,G,G5,not verified,2007-09-01,n,debt_consolidation,F,0,0,12988.9,681.73,10000.0,2988.94,0.0,0.0,0.0,2010-10-01,362.74,2010-10-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,RENT,45000.0,MA,15.65,1996-11-01,1.0,13.0,12.0,0.0,31.0,1
208,128905,4375,4375,225,36,15.01,151.69,F,F1,not verified,2007-09-01,n,other,F,0,0,606.56,31.12,395.07,211.49,0.0,0.0,0.0,2008-01-01,151.69,2008-12-01,2007-09-01,0.0,1,Charged Off,1.0,1.0,1,0.0,1,2010-09-01,0,1,RENT,65000.0,NY,5.48,2002-12-01,6.0,45.0,13.0,1.0,25.0,0
209,129123,15000,15000,575,36,17.54,538.84,G,G4,not verified,2007-09-01,n,other,F,0,0,5387.15,205.8,3239.1,2148.05,0.0,0.0,0.0,2008-09-01,538.84,2009-05-01,2009-06-01,0.0,1,Charged Off,1.0,1.0,3,1.0,0,2010-09-01,0,1,RENT,65000.0,MD,10.01,2001-03-01,0.0,45.0,7.0,0.0,14.0,0
210,129425,4000,4000,375,36,10.28,129.6,C,C1,not verified,2007-09-01,n,debt_consolidation,F,0,0,4553.85,426.83,4000.0,553.85,0.0,0.0,0.0,2009-07-01,1833.13,2009-08-01,2015-02-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,OWN,19800.0,NY,5.82,2006-03-01,4.0,0.0,6.0,0.0,9.0,0
211,129716,10000,10000,275,36,10.28,323.99,C,C1,not verified,2007-09-01,n,debt_consolidation,F,0,0,11662.9,320.36,10000.0,1662.93,0.0,0.0,0.0,2010-10-01,327.94,,2010-09-01,0.0,0,Fully Paid,1.0,0.0,4,1.0,0,2010-09-01,0,1,RENT,120000.0,NC,14.4,1994-11-01,1.0,0.0,8.0,0.0,23.0,0
212,129248,4100,4100,1450,36,9.33,131.01,B,B3,not verified,2007-09-01,n,other,F,0,0,4691.05,1658.35,4100.0,591.05,0.0,0.0,0.0,2010-05-01,7.93,2010-05-01,2010-12-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-09-01,0,1,RENT,16000.0,MO,2.7,2006-08-01,0.0,0.0,1.0,0.0,1.0,0
213,130050,10000,10000,825,36,14.67,345.04,E,E5,not verified,2007-09-01,n,home_improvement,F,0,0,12420.7,1024.37,10000.0,2420.7,0.0,0.0,0.0,2010-10-01,348.96,2010-10-01,2015-02-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-09-01,0,1,RENT,66300.0,MA,0.76,1977-12-01,1.0,11.0,4.0,0.0,15.0,1
214,130501,5100,5100,900,36,17.54,183.21,G,G4,not verified,2007-10-01,n,credit_card,F,0,0,6095.79,1072.09,4559.5,1480.88,29.9793,25.43,0.44,2010-07-01,183.21,2010-11-01,2010-12-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,MORTGAGE,26700.0,GA,13.44,2006-07-01,0.0,0.0,5.0,0.0,5.0,0
215,130019,7250,7250,425,36,10.59,235.96,C,C2,not verified,2007-10-01,n,credit_card,F,0,0,8192.41,480.08,7250.0,942.41,0.0,0.0,0.0,2009-05-01,3946.77,,2010-03-01,0.0,0,Fully Paid,1.0,0.0,6,1.0,0,2010-10-01,0,1,MORTGAGE,57000.0,MD,7.22,1992-08-01,1.0,0.0,11.0,0.0,42.0,0
216,129275,3600,3600,25,36,11.22,118.24,C,C4,not verified,2007-09-01,n,medical,F,0,0,4256.33,29.56,3600.0,656.33,0.0,0.0,0.0,2010-10-01,118.65,2010-10-01,2015-02-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,RENT,50000.0,VA,2.86,2007-03-01,2.0,0.0,5.0,0.0,5.0,0
217,130690,1200,1200,950,36,13.12,40.51,D,D5,not verified,2007-09-01,n,credit_card,F,0,0,1457.54,1153.83,1200.0,257.54,0.0,0.0,0.0,2010-10-01,43.3,2010-10-01,2015-01-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-09-01,0,1,MORTGAGE,64314.0,GA,3.77,1994-06-01,3.0,30.0,11.0,0.0,43.0,0
218,130725,10250,10250,925,36,14.38,352.22,E,E4,not verified,2007-10-01,n,debt_consolidation,F,0,0,11443.7,1032.25,10250.0,1193.66,0.0,0.0,0.0,2008-09-01,7924.41,,2008-08-01,0.0,0,Fully Paid,1.0,0.0,5,1.0,0,2010-10-01,0,1,RENT,72000.0,FL,17.83,2004-03-01,1.0,0.0,28.0,0.0,32.0,0
219,130732,5100,5100,850,36,17.86,184.02,G,G5,not verified,2007-09-01,n,debt_consolidation,F,0,0,3310.97,551.01,2209.98,1100.99,0.0,0.0,0.0,2009-04-01,368.04,2009-08-01,2014-08-01,0.0,1,Charged Off,1.0,1.0,3,1.0,0,2010-09-01,0,1,MORTGAGE,60000.0,GA,5.3,2005-09-01,4.0,0.0,3.0,0.0,4.0,0
220,130794,10000,10000,2250,36,9.33,319.54,B,B3,not verified,2007-10-01,n,credit_card,F,0,0,11433.6,2571.79,10000.0,1433.61,0.0,0.0,0.0,2010-03-01,2498.37,2010-04-01,2010-06-01,0.0,1,Fully Paid,1.0,0.0,4,1.0,0,2010-10-01,0,1,RENT,63000.0,NY,0.82,2006-10-01,2.0,0.0,2.0,0.0,2.0,0
221,130881,12000,12000,1525,36,15.96,421.65,F,F4,not verified,2007-10-01,n,other,F,0,0,15438.0,1960.02,12000.0,3314.81,123.166,0.0,0.0,2011-01-01,348.1,2011-01-01,2011-01-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,RENT,80000.0,GA,4.61,2006-11-01,12.0,0.0,2.0,0.0,3.0,0
222,130904,3775,3775,925,36,7.43,117.31,A,A2,not verified,2007-10-01,n,other,F,0,0,4191.14,1026.7,3775.0,416.14,0.0,0.0,0.0,2010-08-01,9.7,,2010-08-01,0.0,0,Fully Paid,1.0,0.0,8,1.0,0,2010-10-01,0,1,MORTGAGE,120000.0,MO,0.0,1996-12-01,1.0,64.0,10.0,0.0,22.0,0
223,130983,2100,2100,1825,36,7.12,64.96,A,A1,not verified,2007-10-01,n,debt_consolidation,F,0,0,2338.11,2031.93,2100.0,238.11,0.0,0.0,0.0,2010-10-01,69.15,,2010-12-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,110000.0,MA,0.22,1963-05-01,0.0,0.0,4.0,0.0,6.0,0
224,131139,4900,4900,1099,36,13.75,166.88,E,E2,not verified,2007-10-01,n,debt_consolidation,F,0,0,5693.51,1277.06,4569.79,1101.13,0.0,22.59,0.43,2010-08-01,166.88,2011-01-01,2011-01-01,0.0,1,Charged Off,1.0,1.0,5,0.0,0,2010-10-01,0,1,RENT,43500.0,FL,3.01,2004-04-01,2.0,0.0,5.0,1.0,5.0,0
225,129367,20000,20000,1200,36,15.65,699.69,F,F3,not verified,2007-10-01,n,small_business,F,0,0,25187.1,1510.26,20000.0,5187.12,0.0,0.0,0.0,2010-10-01,707.68,,2010-09-01,0.0,0,Fully Paid,1.0,0.0,7,1.0,0,2010-10-01,0,1,RENT,92000.0,MD,1.53,1997-11-01,1.0,34.0,4.0,0.0,7.0,0
226,113921,6000,6000,600,36,10.59,195.27,C,C2,not verified,2007-10-01,n,other,F,0,0,7029.3,702.75,6000.0,1029.3,0.0,0.0,0.0,2010-10-01,198.8,,2010-09-01,,0,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,RENT,19000.0,NY,8.15,1999-04-01,0.0,0.0,6.0,0.0,7.0,0
227,131518,5000,5000,749,36,8.7,158.31,B,B1,not verified,2007-10-01,n,other,F,0,0,1378.6,206.72,368.65,106.04,0.0,903.91,153.665,2008-01-01,158.31,2009-01-01,2009-01-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-10-01,0,1,RENT,15000.0,NJ,9.84,2001-08-01,4.0,0.0,3.0,0.0,3.0,0
228,131559,7000,7000,525,36,14.38,240.54,E,E4,not verified,2007-10-01,n,other,F,0,0,8558.62,641.28,7000.0,1558.62,0.0,0.0,0.0,2010-02-01,2068.91,2010-03-01,2015-02-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,RENT,55000.0,NY,8.9,1999-07-01,3.0,37.0,11.0,0.0,29.0,0
229,131612,9000,9000,775,36,11.22,295.59,C,C4,not verified,2007-10-01,n,credit_card,F,0,0,10640.8,916.24,9000.0,1640.83,0.0,0.0,0.0,2010-10-01,298.04,,2013-03-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,32400.0,AZ,22.15,2000-01-01,0.0,0.0,11.0,0.0,21.0,0
230,130729,2050,2050,575,36,11.22,67.33,C,C4,not verified,2007-09-01,n,home_improvement,F,0,0,2423.74,679.8,2050.0,373.74,0.0,0.0,0.0,2010-10-01,68.26,2010-11-01,2015-02-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,MORTGAGE,96000.0,VA,25.0,1996-03-01,0.0,0.0,11.0,0.0,25.0,0
231,131639,6625,6625,1025,36,11.22,217.59,C,C4,not verified,2007-10-01,n,small_business,F,0,0,7832.79,1211.77,6625.0,1207.79,0.0,0.0,0.0,2010-10-01,219.63,,2010-09-01,0.0,0,Fully Paid,1.0,0.0,4,1.0,0,2010-10-01,0,1,RENT,50000.0,WA,18.38,1998-07-01,1.0,41.0,11.0,0.0,21.0,0
232,131729,2400,2400,300,36,14.07,82.11,E,E3,not verified,2007-09-01,n,other,F,0,0,1148.84,143.22,815.46,333.38,0.0,0.0,0.0,2008-12-01,82.11,2009-10-01,2009-10-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-09-01,0,1,RENT,38000.0,MT,18.51,1995-11-01,0.0,8.0,6.0,0.0,29.0,1
233,131769,7725,7725,1025,36,13.75,263.09,E,E2,not verified,2007-10-01,n,debt_consolidation,F,0,0,6138.0,812.88,4386.34,1601.56,0.0,150.1,1.6,2009-12-01,50.09,,2010-05-01,0.0,0,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,62200.0,NY,9.8,1999-04-01,3.0,0.0,8.0,0.0,13.0,0
234,131788,6250,6250,899,36,17.54,224.52,G,G4,not verified,2007-10-01,n,debt_consolidation,F,0,0,5398.07,776.65,2841.59,1356.48,0.0,1200.0,350.0,2011-08-01,100.0,2011-08-01,2014-02-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,35000.0,IN,19.85,1992-10-01,9.0,0.0,17.0,0.0,32.0,0
235,131797,5000,5000,300,36,13.43,169.51,E,E1,not verified,2007-10-01,n,debt_consolidation,F,0,0,1866.32,111.52,1193.81,500.39,0.0,172.12,1.73,2008-08-01,169.51,2009-12-01,2009-12-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,20000.0,NC,0.0,2006-10-01,1.0,0.0,4.0,0.0,5.0,0
236,132054,8550,8550,1174,36,17.22,305.77,G,G3,not verified,2007-10-01,n,small_business,F,0,0,3972.15,544.7,2594.24,1377.91,0.0,0.0,0.0,2008-11-01,305.77,2009-10-01,2009-10-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-10-01,0,1,RENT,60000.0,FL,8.84,2005-09-01,4.0,0.0,6.0,0.0,6.0,0
237,130915,7200,7200,1250,36,14.67,248.43,E,E5,not verified,2007-10-01,n,debt_consolidation,F,0,0,8942.67,1552.22,7200.0,1742.67,0.0,0.0,0.0,2010-10-01,252.65,,2015-02-01,0.0,0,Fully Paid,1.0,0.0,4,1.0,0,2010-10-01,0,1,RENT,57000.0,MA,20.76,1997-06-01,0.0,8.0,14.0,0.0,18.0,1
238,132075,15000,15000,1100,36,11.54,494.93,C,C5,not verified,2007-10-01,n,debt_consolidation,F,0,0,17815.8,1305.63,15000.0,2815.83,0.0,0.0,0.0,2010-10-01,503.32,2010-11-01,2012-04-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,50000.0,MA,0.0,2006-11-01,1.0,0.0,2.0,0.0,3.0,0
239,132157,2825,2825,550,36,15.33,98.39,F,F2,not verified,2007-09-01,n,debt_consolidation,F,0,0,3541.37,689.22,2825.0,716.37,0.0,0.0,0.0,2010-10-01,99.77,2010-11-01,2014-06-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,0,1,RENT,30000.0,NJ,21.28,2002-09-01,3.0,0.0,2.0,0.0,2.0,0
240,132154,6000,6000,900,36,10.28,194.4,C,C1,not verified,2007-10-01,n,credit_card,F,0,0,6939.63,1040.83,6000.0,939.63,0.0,0.0,0.0,2010-02-01,1692.37,,2010-02-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,MORTGAGE,87300.0,MO,10.6,2000-11-01,0.0,0.0,11.0,0.0,13.0,0
